
2011-04-13,25,12,多云,无持续风向,微风
2011-04-14,28,15,晴~多云,无持续风向,微风
2011-04-15,24,8,晴,北风~无持续风向,3-4级~微风
2011-04-16,25,14,晴~阴,西南风~北风,3-4级
2011-04-17,19,9,晴,北风,5-6级~4-5级
2011-04-18,21,7,晴,无持续风向,微风
2011-04-19,24,11,晴,无持续风向,微风
2011-04-20,23,16,多云~小雨,无持续风向,微风
2011-04-21,16,8,小雨~多云,无持续风向,微风
2011-04-22,20,9,阴~阵雨,北风~无持续风向,3-4级~微风
2011-04-23,19,9,阵雨~晴,无持续风向,微风
2011-04-24,22,11,多云,无持续风向,微风
2011-04-25,16,11,阴~阵雨,无持续风向,微风
2011-04-26,20,8,阵雨~晴,无持续风向,微风
2011-04-27,22,9,多云~晴,无持续风向,微风
2011-04-28,24,12,晴~阴,无持续风向,微风
2011-04-29,22,10,阵雨,无持续风向~北风,微风~3-4级
2011-04-30,21,11,阴~晴,北风,5-6级~4-5级
2011-05-01,26,12,晴~多云,北风~无持续风向,3-4级~微风
2011-05-02,26,11,晴~多云,北风~无持续风向,3-4级~微风
2011-05-03,24,15,多云~阵雨,无持续风向,微风
2011-05-04,18,12,阵雨,无持续风向,微风
2011-05-05,21,13,多云~晴,无持续风向,微风
2011-05-06,26,13,晴~多云,无持续风向,微风
2011-05-07,26,15,晴~阴,无持续风向,微风
2011-05-08,22,12,中雨~小雨,无持续风向,微风
2011-05-09,26,11,多云~晴,无持续风向,微风
2011-05-10,26,13,多云,无持续风向,微风
2011-05-11,28,12,多云,北风,3-4级~5-6级
2011-05-12,23,13,晴,北风,4-5级
2011-05-13,27,15,晴,北风~无持续风向,4-5级~微风
2011-05-14,30,15,晴~多云,无持续风向,微风
2011-05-15,27,14,晴,无持续风向,微风
2011-05-16,28,16,晴~多云,南风~无持续风向,3-4级~微风
2011-05-17,29,16,阴,无持续风向,微风
2011-05-18,30,17,雷阵雨,无持续风向,微风
2011-05-19,25,16,晴~多云,无持续风向,微风
2011-05-20,21,14,多云,无持续风向,微风
2011-05-21,26,12,晴,北风~无持续风向,3-4级~微风
2011-05-22,29,15,晴,无持续风向,微风
2011-05-23,30,16,晴,南风~无持续风向,3-4级~微风
2011-05-24,28,17,晴~多云,无持续风向,微风
2011-05-25,27,18,多云~阴,南风~无持续风向,3-4级~微风
2011-05-26,28,16,阵雨,无持续风向,微风
2011-05-27,29,18,晴,无持续风向,微风
2011-05-28,33,21,晴~多云,南风~无持续风向,3-4级~微风
2011-05-29,28,16,雷阵雨~阵雨,无持续风向,微风
2011-05-30,30,20,多云~晴,无持续风向,微风
2011-05-31,29,17,阵雨~晴,北风~无持续风向,3-4级~微风
2011-06-01,32,19,晴,无持续风向,微风
2011-06-02,35,22,多云~阴,无持续风向,微风
2011-06-03,33,20,晴,北风~无持续风向,3-4级~微风
2011-06-04,31,21,多云,无持续风向,微风
2011-06-05,33,21,阴~阵雨,无持续风向,微风
2011-06-06,32,21,雷阵雨~晴,无持续风向,微风
2011-06-07,36,21,多云~雷阵雨,无持续风向,微风
2011-06-08,34,21,晴,无持续风向,微风
2011-06-09,32,22,多云,无持续风向,微风
2011-06-10,32,18,雷阵雨,无持续风向,微风
2011-06-11,29,17,雷阵雨~晴,无持续风向,微风
2011-06-12,35,20,晴,无持续风向,微风
2011-06-13,33,21,晴~多云,无持续风向,微风
2011-06-14,33,22,多云,无持续风向,微风
2011-06-15,32,19,雷阵雨~中雨,无持续风向,微风
2011-06-16,26,19,雷阵雨,无持续风向,微风
2011-06-17,29,21,晴,无持续风向,微风
2011-06-18,33,21,晴,无持续风向,微风
2011-06-19,34,22,晴,无持续风向,微风
2011-06-20,34,23,多云,无持续风向,微风
2011-06-21,34,25,多云,无持续风向,微风
2011-06-22,30,24,阴~雷阵雨,无持续风向,微风
2011-06-23,28,19,中雨~中到大雨,无持续风向,微风
2011-06-24,26,19,阴~多云,无持续风向,微风
2011-06-25,31,19,晴,无持续风向,微风
2011-06-26,32,20,晴~多云,无持续风向,微风
2011-06-27,32,21,多云~阴,无持续风向,微风
2011-06-28,32,22,晴,无持续风向,微风
2011-06-29,30,23,多云~阵雨,无持续风向,微风
2011-06-30,30,23,多云~阵雨,无持续风向,微风
2011-07-01,27,21,小雨~中到大雨,无持续风向,微风
2011-07-02,28,22,小到中雨~小雨,无持续风向,微风
2011-07-03,33,22,晴,无持续风向,微风
2011-07-04,35,23,多云,无持续风向,微风
2011-07-05,33,25,阴~多云,无持续风向,微风
2011-07-06,32,21,阴~中雨,无持续风向,微风
2011-07-07,32,20,雷阵雨,无持续风向,微风
2011-07-08,33,22,多云~晴,无持续风向,微风
2011-07-09,35,22,晴,无持续风向,微风
2011-07-10,32,23,阴,无持续风向,微风
2011-07-11,33,22,多云~雷阵雨,无持续风向,微风
2011-07-12,31,23,阴~阵雨,无持续风向,微风
2011-07-13,32,24,多云~雷阵雨,无持续风向,微风
2011-07-14,31,22,雷阵雨,无持续风向,微风
2011-07-15,32,22,雷阵雨,无持续风向,微风
2011-07-16,31,22,多云~雷阵雨,无持续风向,微风
2011-07-17,30,20,小到中雨~中雨,无持续风向,微风
2011-07-18,28,21,阵雨,无持续风向,微风
2011-07-19,29,21,雷阵雨~阵雨,无持续风向,微风
2011-07-20,28,21,阵雨,无持续风向,微风
2011-07-21,29,22,雷阵雨,无持续风向,微风
2011-07-22,31,24,雷阵雨~晴,无持续风向,微风
2011-07-23,32,25,雾~多云,无持续风向,微风
2011-07-24,31,22,大雨~大到暴雨,无持续风向,微风
2011-07-25,30,24,阵雨~晴,无持续风向,微风
2011-07-26,35,25,晴~多云,无持续风向,微风
2011-07-27,33,25,阴~雷阵雨,无持续风向,微风
2011-07-28,32,26,阴~多云,无持续风向,微风
2011-07-29,27,23,大雨~中雨,无持续风向,微风
2011-07-30,33,23,晴,无持续风向,微风
2011-07-31,35,24,晴~雷阵雨,无持续风向,微风
2011-08-01,35,25,晴~阴,无持续风向,微风
2011-08-02,32,24,多云~阴,南风~无持续风向,3-4级~微风
2011-08-03,33,22,晴,无持续风向,微风
2011-08-04,33,23,晴,无持续风向,微风
2011-08-05,31,24,多云,无持续风向,微风
2011-08-06,31,23,雷阵雨,无持续风向,微风
2011-08-07,31,24,多云,无持续风向,微风
2011-08-08,34,24,多云,无持续风向,微风
2011-08-09,35,24,雷阵雨~晴,无持续风向,微风
2011-08-10,33,24,多云,无持续风向,微风
2011-08-11,33,25,多云~晴,无持续风向,微风
2011-08-12,33,24,多云~晴,无持续风向,微风
2011-08-13,31,24,阴~雷阵雨,无持续风向,微风
2011-08-14,30,21,中雨~大到暴雨,无持续风向,微风
2011-08-15,27,22,阵雨~中雨,无持续风向,微风
2011-08-16,32,23,晴,无持续风向,微风
2011-08-17,31,22,雷阵雨~多云,无持续风向,微风
2011-08-18,29,20,多云,无持续风向,微风
2011-08-19,29,20,多云,无持续风向,微风
2011-08-20,31,20,晴,无持续风向,微风
2011-08-21,31,21,晴,无持续风向,微风
2011-08-22,30,20,晴,无持续风向,微风
2011-08-23,30,20,多云,无持续风向,微风
2011-08-24,29,20,多云~阵雨,无持续风向,微风
2011-08-25,27,20,阵雨,无持续风向,微风
2011-08-26,27,20,雷阵雨~阵雨,无持续风向,微风
2011-08-27,28,20,雷阵雨~阴,无持续风向,微风
2011-08-28,30,20,多云~晴,无持续风向,微风
2011-08-29,30,21,多云~晴,无持续风向,微风
2011-08-30,31,22,晴~多云,无持续风向,微风
2011-08-31,31,20,雷阵雨~中雨,无持续风向,微风
2011-09-01,28,19,多云~晴,无持续风向,微风
2011-09-02,29,20,多云~阵雨,无持续风向,微风
2011-09-03,27,18,阴~多云,无持续风向,微风
2011-09-04,29,19,晴,无持续风向,微风
2011-09-05,30,20,晴,无持续风向,微风
2011-09-06,29,21,多云~阴,无持续风向,微风
2011-09-07,26,18,阴~多云,无持续风向,微风
2011-09-08,24,17,阴~阵雨,无持续风向,微风
2011-09-09,24,15,晴~阴,无持续风向,微风
2011-09-10,17,14,小雨,无持续风向,微风
2011-09-11,24,17,晴~多云,无持续风向,微风
2011-09-12,21,16,阴~多云,无持续风向,微风
2011-09-13,23,18,多云,无持续风向,微风
2011-09-14,24,17,多云,无持续风向,微风
2011-09-15,25,17,多云~小雨,无持续风向,微风
2011-09-16,24,14,阴~多云,北风,3-4级
2011-09-17,20,12,多云~晴,无持续风向,微风
2011-09-18,21,10,多云~晴,无持续风向,微风
2011-09-19,22,11,晴,无持续风向,微风
2011-09-20,24,12,晴~多云,无持续风向,微风
2011-09-21,27,11,晴,无持续风向,微风
2011-09-22,28,12,晴,无持续风向,微风
2011-09-23,26,13,晴,无持续风向,微风
2011-09-24,28,14,晴~多云,无持续风向,微风
2011-09-25,27,15,晴,无持续风向,微风
2011-09-26,26,16,晴~多云,无持续风向,微风
2011-09-27,25,17,多云~阴,无持续风向,微风
2011-09-28,22,16,小雨~多云,无持续风向~北风,微风~3-4级
2011-09-29,22,11,多云~晴,北风~无持续风向,3-4级~微风
2011-09-30,21,10,晴,无持续风向,微风
2011-10-01,21,10,晴,无持续风向,微风
2011-10-02,21,8,晴,无持续风向,微风
2011-10-03,21,8,晴,无持续风向,微风
2011-10-04,21,12,多云~阴,无持续风向,微风
2011-10-05,25,9,晴,无持续风向,微风
2011-10-06,24,11,晴,无持续风向,微风
2011-10-07,24,12,晴,无持续风向,微风
2011-10-08,23,13,多云~阴,无持续风向,微风
2011-10-09,23,10,多云~晴,无持续风向,微风
2011-10-10,22,13,多云,无持续风向,微风
2011-10-11,23,14,多云,无持续风向,微风
2011-10-12,20,13,阴~小雨,无持续风向,微风
2011-10-13,20,11,晴~多云,无持续风向,微风
2011-10-14,19,11,多云~晴,北风,3-4级~4-5级
2011-10-15,20,8,晴,北风,4-5级~3-4级
2011-10-16,22,7,晴,无持续风向,微风
2011-10-17,20,9,晴,无持续风向,微风
2011-10-18,20,10,晴,无持续风向,微风
2011-10-19,19,12,多云~阴,无持续风向,微风
2011-10-20,18,12,雾,无持续风向,微风
2011-10-21,18,12,多云~雾,无持续风向,微风
2011-10-22,20,13,多云~阴,无持续风向,微风
2011-10-23,16,6,小雨~晴,北风,4-5级
2011-10-24,15,3,晴,北风~无持续风向,3-4级~微风
2011-10-25,16,5,晴~多云,无持续风向,微风
2011-10-26,13,5,小雨~阴,无持续风向,微风
2011-10-27,16,4,晴,无持续风向,微风
2011-10-28,16,6,晴~多云,无持续风向,微风
2011-10-29,17,7,晴,无持续风向,微风
2011-10-30,15,8,雾,无持续风向,微风
2011-10-31,15,9,阴~小雨,无持续风向,微风
2011-11-01,16,8,小雨~阴,无持续风向,微风
2011-11-02,16,8,多云,无持续风向,微风
2011-11-03,14,9,阴~小雨,无持续风向,微风
2011-11-04,14,7,小雨~多云,无持续风向,微风
2011-11-05,14,6,阴~多云,无持续风向,微风
2011-11-06,13,8,阴~多云,无持续风向,微风
2011-11-07,14,8,多云,无持续风向,微风
2011-11-08,15,4,阴,无持续风向,微风
2011-11-09,15,2,晴,无持续风向,微风
2011-11-10,16,3,晴~多云,无持续风向,微风
2011-11-11,13,7,多云,无持续风向,微风
2011-11-12,16,1,晴,北风,3-4级
2011-11-13,12,1,晴,无持续风向,微风
2011-11-14,13,1,晴,无持续风向,微风
2011-11-15,12,4,晴~多云,无持续风向,微风
2011-11-16,11,6,阴~小雨,无持续风向,微风
2011-11-17,9,5,小雨~阴,无持续风向,微风
2011-11-18,14,3,多云,无持续风向~北风,微风~3-4级
2011-11-19,8,-3,晴,北风~无持续风向,3-4级~微风
2011-11-20,8,-3,晴,无持续风向,微风
2011-11-21,9,1,晴~阴,无持续风向,微风
2011-11-22,12,-2,多云~晴,北风,4-5级
2011-11-23,7,-3,晴,无持续风向,微风
2011-11-24,6,-3,多云~晴,无持续风向,微风
2011-11-25,5,-1,晴~多云,无持续风向,微风
2011-11-26,7,0,多云~晴,无持续风向,微风
2011-11-27,10,0,多云,无持续风向,微风
2011-11-28,10,-1,晴~小雪,无持续风向,微风
2011-11-29,4,-4,阴~多云,无持续风向,微风
2011-11-30,6,-5,晴,无持续风向,微风
2011-12-01,4,-2,晴~阴,无持续风向,微风
2011-12-02,3,-4,小雪~多云,无持续风向,微风
2011-12-03,5,-5,晴,无持续风向,微风
2011-12-04,4,-4,晴~多云,无持续风向,微风
2011-12-05,2,-1,小雪,无持续风向,微风
2011-12-06,3,-2,小雪,无持续风向~北风,微风~3-4级
2011-12-07,6,-5,多云~晴,北风,3-4级
2011-12-08,0,-8,晴,北风~无持续风向,3-4级~微风
2011-12-09,1,-5,晴,无持续风向~北风,微风~3-4级
2011-12-10,5,-5,晴,北风~无持续风向,3-4级~微风
2011-12-11,8,-4,晴,无持续风向,微风
2011-12-12,7,-3,晴~多云,无持续风向,微风
2011-12-13,4,-4,多云~晴,无持续风向~北风,微风~3-4级
2011-12-14,1,-6,晴,北风,4-5级~3-4级
2011-12-15,0,-8,晴,北风,4-5级
2011-12-16,1,-8,晴,无持续风向,微风
2011-12-17,3,-9,晴,无持续风向,微风
2011-12-18,2,-7,晴~多云,无持续风向,微风
2011-12-19,2,-5,多云,无持续风向,微风
2011-12-20,3,-4,晴~多云,无持续风向~北风,微风~3-4级
2011-12-21,3,-7,晴,北风,4-5级~3-4级
2011-12-22,2,-8,晴,无持续风向,微风
2011-12-23,4,-6,晴,无持续风向,微风
2011-12-24,3,-7,晴,无持续风向,微风
2011-12-25,4,-7,晴,无持续风向,微风
2011-12-26,2,-5,晴~多云,无持续风向,微风
2011-12-27,3,-4,多云~阴,无持续风向,微风
2011-12-28,5,-7,晴~多云,无持续风向,微风
2011-12-29,-2,-5,小雪~阴,无持续风向,微风
2011-12-30,0,-5,阴~多云,无持续风向,微风
2011-12-31,4,-7,晴,无持续风向,微风
2012-01-01,3,-4,多云~阴,无持续风向,微风
2012-01-02,2,-6,晴,北风,4-5级
2012-01-03,1,-8,晴,北风~无持续风向,3-4级~微风
2012-01-04,1,-10,晴,无持续风向,微风
2012-01-05,2,-8,晴~多云,无持续风向,微风
2012-01-06,0,-6,阴,无持续风向,微风
2012-01-07,-2,-6,小雪~阴,无持续风向,微风
2012-01-08,2,-8,晴,无持续风向,微风
2012-01-09,2,-7,晴,无持续风向,微风
2012-01-10,3,-7,晴,北风~无持续风向,3-4级~微风
2012-01-11,2,-10,晴,无持续风向,微风
2012-01-12,3,-8,晴,无持续风向,微风
2012-01-13,4,-7,晴,无持续风向,微风
2012-01-14,4,-8,晴,无持续风向,微风
2012-01-15,3,-6,多云,无持续风向,微风
2012-01-16,1,-4,阴,无持续风向,微风
2012-01-17,2,-6,阴~多云,无持续风向,微风
2012-01-18,1,-4,多云~阴,无持续风向,微风
2012-01-19,0,-4,阴~小雪,无持续风向,微风
2012-01-20,-1,-8,阴~多云,无持续风向,微风
2012-01-21,-3,-11,晴,北风~无持续风向,3-4级~微风
2012-01-22,-4,-13,晴,无持续风向,微风
2012-01-23,-1,-10,晴,无持续风向,微风
2012-01-24,0,-12,晴,无持续风向,微风
2012-01-25,1,-11,晴,无持续风向,微风
2012-01-26,2,-9,晴,无持续风向,微风
2012-01-27,2,-7,晴~阴,无持续风向,微风
2012-01-28,-1,-9,阴~晴,无持续风向,微风
2012-01-29,0,-9,晴~阴,无持续风向,微风
2012-01-30,-3,-8,阴~多云,无持续风向,微风
2012-01-31,0,-11,晴,北风,3-4级
2012-02-01,-3,-12,晴,北风~无持续风向,3-4级~微风
2012-02-02,-1,-12,晴,无持续风向,微风
2012-02-03,2,-9,晴,无持续风向,微风
2012-02-04,4,-7,晴~多云,无持续风向,微风
2012-02-05,3,-7,多云~晴,无持续风向~北风,微风~4-5级
2012-02-06,-3,-12,晴,北风,5-6级~3-4级
2012-02-07,-2,-10,晴,北风~无持续风向,3-4级~微风
2012-02-08,2,-9,晴,无持续风向,微风
2012-02-09,4,-8,多云~晴,无持续风向,微风
2012-02-10,3,-8,晴~多云,无持续风向,微风
2012-02-11,5,-6,晴,无持续风向,微风
2012-02-12,4,-4,多云,无持续风向,微风
2012-02-13,4,-2,多云~阴,无持续风向,微风
2012-02-14,5,-6,多云,北风~无持续风向,3-4级~微风
2012-02-15,2,-4,晴,无持续风向~北风,微风~3-4级
2012-02-16,2,-7,晴,北风~无持续风向,3-4级~微风
2012-02-17,1,-7,晴,无持续风向,微风
2012-02-18,4,-7,晴,无持续风向,微风
2012-02-19,6,-5,晴,无持续风向,微风
2012-02-20,8,-3,晴~多云,无持续风向,微风
2012-02-21,5,-2,多云~阴,无持续风向,微风
2012-02-22,7,-2,阴~晴,北风,3-4级
2012-02-23,5,-2,晴~阴,无持续风向,微风
2012-02-24,5,-4,阴~多云,北风~无持续风向,3-4级~微风
2012-02-25,4,-5,晴,无持续风向,微风
2012-02-26,6,-4,晴,无持续风向,微风
2012-02-27,6,-2,晴~多云,无持续风向,微风
2012-02-28,6,-1,多云~阴,无持续风向,微风
2012-02-29,8,0,多云~雨夹雪,无持续风向,微风
2012-03-01,4,-2,雨夹雪~小雪,无持续风向,微风
2012-03-02,4,-2,阴,无持续风向,微风
2012-03-03,4,-2,阴,无持续风向,微风
2012-03-04,5,-1,阴,无持续风向,微风
2012-03-05,5,0,阴~多云,无持续风向,微风
2012-03-06,10,-2,晴,无持续风向,微风
2012-03-07,10,-1,晴,北风~无持续风向,3-4级~微风
2012-03-08,5,-3,晴~多云,无持续风向,微风
2012-03-09,6,-1,多云~阴,无持续风向,微风
2012-03-10,6,-4,晴,北风,3-4级
2012-03-11,6,-6,晴,无持续风向,微风
2012-03-12,9,-3,晴,无持续风向,微风
2012-03-13,13,0,晴,无持续风向,微风
2012-03-14,13,-2,晴,无持续风向,微风
2012-03-15,10,4,多云~阴,无持续风向,微风
2012-03-16,14,4,多云,无持续风向,微风
2012-03-17,9,2,雾~小雨,无持续风向,微风
2012-03-18,6,-2,多云~晴,北风~无持续风向,3-4级~微风
2012-03-19,7,0,多云~阴,无持续风向,微风
2012-03-20,11,2,晴~多云,无持续风向,微风
2012-03-21,10,5,多云~阴,无持续风向,微风
2012-03-22,10,2,阴~小雨,无持续风向,微风
2012-03-23,12,1,晴,西北风,5-6级~4-5级
2012-03-24,14,1,晴,西北风~无持续风向,3-4级~微风
2012-03-25,15,2,晴,无持续风向,微风
2012-03-26,17,4,晴,无持续风向,微风
2012-03-27,21,5,晴,无持续风向,微风
2012-03-28,21,9,多云~小雨,无持续风向,微风
2012-03-29,21,6,多云~晴,北风,5-6级
2012-03-30,13,3,晴,北风,5-6级~3-4级
2012-03-31,17,3,晴~多云,无持续风向,微风
2012-04-01,24,12,晴,西南风,小于3级
2012-04-02,26,10,晴,西南风,小于3级
2012-04-03,26,10,晴,西南风,小于3级
2012-04-04,24,12,晴,西南风,小于3级
2012-04-05,25,11,晴,西南风,小于3级
2012-04-06,27,9,晴,西南风,小于3级
2012-04-07,26,10,晴,西南风,小于3级
2012-04-08,27,9,晴,西南风,小于3级
2012-04-09,26,10,晴,西南风,小于3级
2012-04-10,26,10,晴,西南风,小于3级
2012-04-11,24,12,晴,西南风,小于3级
2012-04-12,26,10,晴,西南风,小于3级
2012-04-13,28,11,晴转多云,西南风,小于3级转3-4级
2012-04-14,28,14,多云转阴,西南风,3-4级转小于3级
2012-04-15,23,9,晴,西南风,4-5级转小于3级
2012-04-16,28,10,晴,西南风,小于3级
2012-04-17,25,14,多云转阴,西南风,3-4级
2012-04-18,23,14,阵雨,东北风,小于3级
2012-04-19,23,12,雷阵雨转多云,东北风,小于3级
2012-04-20,19,11,阵雨转小雨,北风,小于3级
2012-04-21,24,11,雾转多云,南风,小于3级
2012-04-22,25,14,多云转阴,东南风,小于3级
2012-04-23,20,14,中到大雨转中雨,东北风,小于3级转3-4级
2012-04-24,19,11,小雨转晴,东北风,3-4级转4-5级
2012-04-25,24,6,晴转多云,西风,3-4级转小于3级
2012-04-26,23,13,多云转晴,南风,3-4级转4-5级
2012-04-27,22,12,晴转多云,北风,4-5级转小于3级
2012-04-28,21,10,晴转多云,东南风,小于3级
2012-04-29,24,12,浮尘,东南风,小于3级
2012-04-30,22,16,阵雨转阴,东风,小于3级
2012-05-01,30,14,阴转晴,西南风,小于3级
2012-05-02,31,16,晴,西南风,小于3级
2012-05-03,32,18,晴转多云,西南风,小于3级
2012-05-04,31,17,多云转晴,东南风,小于3级
2012-05-05,31,15,晴,西南风,小于3级
2012-05-06,28,18,多云转阴,东风,小于3级
2012-05-07,30,17,阴转晴,东南风,小于3级
2012-05-08,29,16,晴转阴,南风,小于3级
2012-05-09,30,17,阴转多云,南风,小于3级
2012-05-10,23,18,阵雨,东风,小于3级
2012-05-11,25,16,中雨转阴,东北风,小于3级
2012-05-12,27,12,晴转阴,南风,小于3级
2012-05-13,25,15,多云转晴,西风,小于3级转4-5级
2012-05-14,27,13,多云转晴,北风,3-4级转小于3级
2012-05-15,27,14,多云转晴,北风,3-4级
2012-05-16,30,15,晴,西风,3-4级转小于3级
2012-05-17,32,16,晴,东风,小于3级转3-4级
2012-05-18,29,18,雷阵雨,西风,小于3级
2012-05-19,29,18,雷阵雨转多云,西北风,小于3级
2012-05-20,29,17,多云转阴,东北风,小于3级
2012-05-21,27,20,阴,南风,小于3级
2012-05-22,27,17,多云,西南风,小于3级
2012-05-23,29,18,多云转晴,南风,小于3级
2012-05-24,27,16,多云,南风,小于3级
2012-05-25,33,15,阴转晴,南风,小于3级
2012-05-26,34,19,晴,西南风,小于3级
2012-05-27,34,20,晴,东风,小于3级转3-4级
2012-05-28,28,22,阴转雷阵雨,南风,小于3级
2012-05-29,27,15,阴转多云,北风,小于3级
2012-05-30,27,14,多云转阴,东风,小于3级
2012-05-31,27,17,雷阵雨转阴,东北风,小于3级
2012-06-01,28,16,雷阵雨转多云,南风,小于3级
2012-06-02,25,17,雷阵雨转中雨,南风,小于3级
2012-06-03,33,16,阴转晴,东南风,小于3级
2012-06-04,32,19,多云,西南风,小于3级
2012-06-05,31,20,多云转雷阵雨,东南风,小于3级
2012-06-06,32,20,雷阵雨转多云,东北风,小于3级
2012-06-07,33,21,雷阵雨转多云,南风,小于3级
2012-06-08,32,22,多云转雷阵雨,西南风,小于3级
2012-06-09,29,18,雷阵雨转多云,东风,小于3级转3-4级
2012-06-10,32,15,晴转多云,西南风,小于3级
2012-06-11,29,18,多云转阴,东风,小于3级
2012-06-12,26,18,阴转雷阵雨,东北风,小于3级
2012-06-13,26,17,雷阵雨转阴,北风,小于3级
2012-06-14,30,17,阴转多云,北风,小于3级
2012-06-15,34,17,多云转晴,北风,小于3级
2012-06-16,38,22,晴转多云,东风,小于3级
2012-06-17,37,24,晴,南风,小于3级
2012-06-18,33,23,多云,东南风,小于3级
2012-06-19,33,23,阴,东风,小于3级
2012-06-20,32,22,阴转多云,东南风,小于3级
2012-06-21,32,22,阴转多云,东风,小于3级
2012-06-22,31,22,阴转多云,东风,小于3级
